state,year,value
Nebraska,2014,29.100000
Nevada,2014,23.400000
New Hampshire,2014,34.200000
New Jersey,2014,37.800000
New Mexico,2014,25.000000
New York,2014,33.800000
North Carolina,2014,27.800000
North Dakota,2014,25.200000
Ohio,2014,26.700000
Oklahoma,2014,23.800000
Oregon,2014,30.400000
Pennsylvania,2014,28.800000
Rhode Island,2014,31.300000
South Carolina,2014,26.000000
South Dakota,2014,26.200000
Tennessee,2014,25.100000
Texas,2014,27.800000
Utah,2014,33.900000
Vermont,2014,33.200000
Virginia,2014,36.900000
Washington,2014,34.000000
West Virginia,2014,18.600000
Wisconsin,2014,27.400000
Wyoming,2014,25.800000
Alabama,2015,24.200000
Alaska,2015,29.700000
Arizona,2015,27.700000
Arkansas,2015,21.800000
California,2015,32.300000
Colorado,2015,39.200000
Connecticut,2015,38.300000
Delaware,2015,30.900000
Florida,2015,28.400000
Georgia,2015,29.900000
Hawaii,2015,31.400000
Idaho,2015,26.000000
Illinois,2015,32.900000
Indiana,2015,24.900000
Iowa,2015,26.800000
Kansas,2015,31.700000
Kentucky,2015,23.300000
Louisiana,2015,23.200000
Maine,2015,30.100000
Maryland,2015,38.800000
Massachusetts,2015,41.500000
Michigan,2015,27.800000
Minnesota,2015,34.700000
Mississippi,2015,20.800000
Missouri,2015,27.800000
Montana,2015,30.600000
Nebraska,2015,30.200000
Nevada,2015,23.600000
New Hampshire,2015,35.700000
New Jersey,2015,37.600000
New Mexico,2015,26.500000
New York,2015,35.000000
North Carolina,2015,29.400000
North Dakota,2015,29.100000
Ohio,2015,26.800000
Oklahoma,2015,24.600000
Oregon,2015,32.200000
Pennsylvania,2015,29.700000
Rhode Island,2015,32.700000
South Carolina,2015,26.800000
South Dakota,2015,27.500000
Tennessee,2015,25.700000
Texas,2015,28.400000
Utah,2015,31.800000
Vermont,2015,36.900000
Virginia,2015,37.000000
Washington,2015,34.200000
West Virginia,2015,19.600000
Wisconsin,2015,28.400000
Wyoming,2015,26.200000
Alabama,2016,24.700000
Alaska,2016,29.600000
Arizona,2016,28.900000
Arkansas,2016,22.400000
California,2016,32.900000
Colorado,2016,39.900000
Connecticut,2016,38.600000
Delaware,2016,31.000000
Florida,2016,28.600000
Georgia,2016,30.500000
Hawaii,2016,31.900000
Idaho,2016,27.600000
Illinois,2016,34.000000
Indiana,2016,25.600000
Iowa,2016,28.400000
Kansas,2016,32.800000
Kentucky,2016,23.400000
Louisiana,2016,23.400000
Maine,2016,30.100000
Maryland,2016,39.300000
Massachusetts,2016,42.700000
Michigan,2016,28.300000
Minnesota,2016,34.800000
Mississippi,2016,21.800000
Missouri,2016,28.500000
Montana,2016,31.000000
Nebraska,2016,31.400000
Nevada,2016,23.500000
New Hampshire,2016,36.600000
New Jersey,2016,38.600000
New Mexico,2016,27.200000
New York,2016,35.700000
North Carolina,2016,30.400000
North Dakota,2016,29.600000
Ohio,2016,27.500000
Oklahoma,2016,25.200000
Oregon,2016,32.700000
Pennsylvania,2016,30.800000
Rhode Island,2016,34.100000
South Carolina,2016,27.200000
South Dakota,2016,28.900000
Tennessee,2016,26.100000
Texas,2016,28.900000
Utah,2016,32.600000
Vermont,2016,36.400000
Virginia,2016,38.100000
Washington,2016,35.100000
West Virginia,2016,20.800000
Wisconsin,2016,29.500000
Wyoming,2016,27.100000
Alabama,2017,25.500000
Alaska,2017,28.800000
Arizona,2017,29.400000
Arkansas,2017,23.400000
California,2017,33.600000
Colorado,2017,41.200000
Connecticut,2017,38.700000
Delaware,2017,31.500000
Florida,2017,29.700000
Georgia,2017,30.900000
Hawaii,2017,32.900000
Idaho,2017,26.800000
Illinois,2017,34.400000
Indiana,2017,26.800000
Iowa,2017,28.900000
Kansas,2017,33.700000
Kentucky,2017,24.000000
Louisiana,2017,23.800000
Maine,2017,32.100000
Maryland,2017,39.700000
Massachusetts,2017,43.400000
Michigan,2017,29.100000
Minnesota,2017,36.100000
Mississippi,2017,21.900000
Missouri,2017,29.100000
Montana,2017,32.300000
Nebraska,2017,31.700000
Nevada,2017,24.900000
New Hampshire,2017,36.900000
New Jersey,2017,39.700000
New Mexico,2017,27.100000
New York,2017,36.000000
North Carolina,2017,31.300000
North Dakota,2017,30.700000
Ohio,2017,28.000000
Oklahoma,2017,25.500000
Oregon,2017,33.700000
Pennsylvania,2017,31.400000
Rhode Island,2017,33.500000
South Carolina,2017,28.000000
South Dakota,2017,28.100000
Tennessee,2017,27.300000
Texas,2017,29.600000
Utah,2017,34.600000
Vermont,2017,38.300000
Virginia,2017,38.700000
Washington,2017,35.500000
West Virginia,2017,20.200000
Wisconsin,2017,30.400000
Wyoming,2017,27.600000
Alabama,2018,25.500000
Alaska,2018,30.200000
Arizona,2018,29.700000
Arkansas,2018,23.300000
California,2018,34.200000
Colorado,2018,41.700000
Connecticut,2018,39.600000
Delaware,2018,31.300000
Florida,2018,30.400000
Georgia,2018,31.900000
Hawaii,2018,33.500000
Idaho,2018,27.700000
Illinois,2018,35.100000
Indiana,2018,27.100000
Iowa,2018,29.000000
Kansas,2018,33.800000
Kentucky,2018,24.800000
Louisiana,2018,24.300000
Maine,2018,31.500000
Maryland,2018,40.800000
Massachusetts,2018,44.500000
Michigan,2018,29.600000
Minnesota,2018,36.700000
Mississippi,2018,23.200000
Missouri,2018,29.500000
Montana,2018,31.700000
Nebraska,2018,32.400000
Nevada,2018,24.900000
New Hampshire,2018,36.800000
New Jersey,2018,40.800000
New Mexico,2018,27.700000
New York,2018,37.200000
North Carolina,2018,31.900000
North Dakota,2018,29.700000
Ohio,2018,29.000000
Oklahoma,2018,25.600000
Oregon,2018,34.000000
Pennsylvania,2018,31.800000
Rhode Island,2018,34.400000
South Carolina,2018,28.300000
South Dakota,2018,29.200000
Tennessee,2018,27.500000
Texas,2018,30.300000
Utah,2018,34.900000
Vermont,2018,38.700000
Virginia,2018,39.300000
Washington,2018,36.700000
West Virginia,2018,21.300000
Wisconsin,2018,30.000000
Wyoming,2018,26.900000
Alabama,2019,26.300000
Alaska,2019,30.200000
Arizona,2019,30.200000
Arkansas,2019,23.300000
California,2019,35.000000
Colorado,2019,42.700000
Connecticut,2019,39.800000
Delaware,2019,33.200000
Florida,2019,30.700000
Georgia,2019,32.500000
Hawaii,2019,33.600000
Idaho,2019,28.700000
Illinois,2019,35.800000
Indiana,2019,26.900000
Iowa,2019,29.300000
Kansas,2019,34.000000
Kentucky,2019,25.100000
Louisiana,2019,25.000000
Maine,2019,33.200000
Maryland,2019,40.900000
Massachusetts,2019,45.000000
Michigan,2019,30.000000
Minnesota,2019,37.300000
Mississippi,2019,22.300000
Missouri,2019,30.200000
Montana,2019,33.600000
Nebraska,2019,33.200000
Nevada,2019,25.700000
New Hampshire,2019,37.600000
New Jersey,2019,41.200000
New Mexico,2019,27.700000
New York,2019,37.800000
North Carolina,2019,32.300000
North Dakota,2019,30.400000
Ohio,2019,29.300000
Oklahoma,2019,26.200000
Oregon,2019,34.500000
Pennsylvania,2019,32.300000
Rhode Island,2019,34.800000
South Carolina,2019,29.600000
South Dakota,2019,29.700000
Tennessee,2019,28.700000
Texas,2019,30.800000
Utah,2019,34.800000
Vermont,2019,38.700000
Virginia,2019,39.600000
Washington,2019,37.000000
West Virginia,2019,21.100000
Wisconsin,2019,31.300000
Wyoming,2019,29.100000
Alabama,2021,27.400000
Alaska,2021,32.800000
Arizona,2021,32.400000
Arkansas,2021,25.300000
California,2021,36.200000
Colorado,2021,44.400000
Connecticut,2021,42.100000
Delaware,2021,35.600000
Florida,2021,33.200000
Georgia,2021,34.600000
Hawaii,2021,35.300000
Idaho,2021,30.700000
Illinois,2021,37.100000
Indiana,2021,28.900000
Iowa,2021,30.500000
Kansas,2021,35.400000
Kentucky,2021,27.000000
Louisiana,2021,26.400000
Maine,2021,36.000000
Maryland,2021,42.500000
Massachusetts,2021,46.600000
Michigan,2021,31.700000
Minnesota,2021,38.900000
Mississippi,2021,24.800000
Missouri,2021,31.700000
Montana,2021,34.800000
Nebraska,2021,34.400000
Nevada,2021,27.600000
New Hampshire,2021,40.200000
New Jersey,2021,43.100000
New Mexico,2021,30.100000
New York,2021,39.900000
North Carolina,2021,34.900000
North Dakota,2021,31.700000
Ohio,2021,30.700000
Oklahoma,2021,27.900000
Oregon,2021,36.300000
Pennsylvania,2021,34.500000
Rhode Island,2021,36.500000
South Carolina,2021,31.500000
South Dakota,2021,31.700000
Tennessee,2021,30.500000
Texas,2021,33.100000
Utah,2021,36.800000
Vermont,2021,44.400000
Virginia,2021,41.800000
Washington,2021,39.000000
West Virginia,2021,24.100000
Wisconsin,2021,32.500000
Wyoming,2021,29.200000
Alabama,2022,28.800000
Alaska,2022,30.600000
Arizona,2022,33.000000
Arkansas,2022,25.400000
California,2022,37.000000
Colorado,2022,45.900000
Connecticut,2022,41.900000
Delaware,2022,36.500000
Florida,2022,34.300000
Georgia,2022,34.700000
Hawaii,2022,35.400000
Idaho,2022,32.300000
Illinois,2022,37.700000
Indiana,2022,29.600000
Iowa,2022,32.300000
Kansas,2022,35.600000
Kentucky,2022,27.900000
Louisiana,2022,27.100000
Maine,2022,36.100000
Maryland,2022,43.800000
Massachusetts,2022,46.600000
Michigan,2022,32.100000
Minnesota,2022,39.100000
Mississippi,2022,24.800000
Missouri,2022,32.200000
Montana,2022,34.600000
Nebraska,2022,34.700000
Nevada,2022,27.000000
New Hampshire,2022,41.300000
New Jersey,2022,43.500000
New Mexico,2022,30.500000
New York,2022,40.000000
North Carolina,2022,35.900000
North Dakota,2022,31.800000
Ohio,2022,32.000000
Oklahoma,2022,28.500000
Oregon,2022,36.300000
Pennsylvania,2022,35.100000
Rhode Island,2022,39.600000
South Carolina,2022,32.600000
South Dakota,2022,31.600000
Tennessee,2022,31.100000
Texas,2022,33.900000
Utah,2022,37.900000
Vermont,2022,44.200000
Virginia,2022,42.200000
Washington,2022,39.500000
West Virginia,2022,24.800000
Wisconsin,2022,33.200000
Wyoming,2022,29.600000
Alabama,2023,28.900000
Alaska,2023,32.200000
Arizona,2023,33.500000
Arkansas,2023,26.200000
California,2023,37.500000
Colorado,2023,46.400000
Connecticut,2023,42.900000
Delaware,2023,36.500000
Florida,2023,34.900000
Georgia,2023,35.400000
Hawaii,2023,37.000000
Idaho,2023,32.100000
Illinois,2023,38.300000
Indiana,2023,30.200000
Iowa,2023,31.500000
Kansas,2023,35.800000
Kentucky,2023,27.800000
Louisiana,2023,27.000000
Maine,2023,37.000000
Maryland,2023,43.700000
Massachusetts,2023,47.800000
Michigan,2023,32.700000
Minnesota,2023,40.000000
Mississippi,2023,25.500000
Missouri,2023,33.200000
Montana,2023,34.600000
Nebraska,2023,35.300000
Nevada,2023,28.700000
New Hampshire,2023,40.700000
New Jersey,2023,43.800000
New Mexico,2023,31.600000
New York,2023,40.600000
North Carolina,2023,36.800000
North Dakota,2023,33.600000
Ohio,2023,32.000000
Oklahoma,2023,28.700000
Oregon,2023,37.700000
Pennsylvania,2023,35.300000
Rhode Island,2023,39.000000
South Carolina,2023,32.900000
South Dakota,2023,33.300000
Tennessee,2023,31.700000
Texas,2023,34.200000
Utah,2023,38.400000
Vermont,2023,43.700000
Virginia,2023,42.400000
Washington,2023,40.500000
West Virginia,2023,24.000000
Wisconsin,2023,33.800000
Wyoming,2023,30.400000
