state,year,value
Mississippi,2016,11.8
Missouri,2016,8.9
Montana,2016,8.1
Nebraska,2016,8.6
Nevada,2016,11.4
New Hampshire,2016,5.9
New Jersey,2016,8.0
New Mexico,2016,9.2
New York,2016,6.1
North Carolina,2016,10.4
North Dakota,2016,7.0
Ohio,2016,5.6
Oklahoma,2016,13.8
Oregon,2016,6.2
Pennsylvania,2016,5.6
Rhode Island,2016,4.3
South Carolina,2016,10.0
South Dakota,2016,8.7
Tennessee,2016,9.0
Texas,2016,16.6
Vermont,2016,3.7
Utah,2016,8.8
Virginia,2016,8.7
Washington,2016,6.0
West Virginia,2016,5.3
Wisconsin,2016,5.3
Wyoming,2016,11.5
Alabama,2016,9.1
Alaska,2016,14.0
Arizona,2016,10.0
Arkansas,2016,7.9
California,2016,7.3
Colorado,2016,7.5
Delaware,2016,5.7
Connecticut,2016,4.9
Florida,2016,12.5
Georgia,2016,12.9
Idaho,2016,10.1
Hawaii,2016,3.5
Illinois,2016,6.5
Indiana,2016,8.1
Iowa,2016,4.3
Kansas,2016,8.7
Kentucky,2016,5.1
Louisiana,2016,10.3
Maine,2016,8.0
Maryland,2016,6.1
Massachusetts,2016,2.5
Michigan,2016,5.4
Minnesota,2016,4.1
Mississippi,2017,12.0
Missouri,2017,9.1
Montana,2017,8.5
Nebraska,2017,8.3
Nevada,2017,11.2
New Hampshire,2017,5.8
New Jersey,2017,7.7
New Mexico,2017,9.1
New York,2017,5.7
North Carolina,2017,10.7
North Dakota,2017,7.5
Ohio,2017,6.0
Oklahoma,2017,14.2
Oregon,2017,6.8
Pennsylvania,2017,5.5
Rhode Island,2017,4.6
South Carolina,2017,11.0
South Dakota,2017,9.1
Tennessee,2017,9.5
Texas,2017,17.3
Vermont,2017,4.6
Utah,2017,9.2
Virginia,2017,8.8
Washington,2017,6.1
West Virginia,2017,6.1
Wisconsin,2017,5.4
Wyoming,2017,12.3
Alabama,2017,9.4
Alaska,2017,13.7
Arizona,2017,10.1
Arkansas,2017,7.9
California,2017,7.2
Colorado,2017,7.5
Delaware,2017,5.4
Connecticut,2017,5.5
Florida,2017,12.9
Georgia,2017,13.4
Idaho,2017,10.1
Hawaii,2017,3.8
Illinois,2017,6.8
Indiana,2017,8.2
Iowa,2017,4.7
Kansas,2017,8.7
Kentucky,2017,5.4
Louisiana,2017,8.4
Maine,2017,8.1
Maryland,2017,6.1
Massachusetts,2017,2.8
Michigan,2017,5.2
Minnesota,2017,4.4
Wisconsin,2018,5.5
Wyoming,2018,10.5
Mississippi,2018,12.1
Missouri,2018,9.4
Montana,2018,8.2
Nebraska,2018,8.3
Nevada,2018,11.2
New Hampshire,2018,5.7
New Jersey,2018,7.4
New Mexico,2018,9.5
New York,2018,5.4
North Carolina,2018,10.7
North Dakota,2018,7.3
Ohio,2018,6.5
Oklahoma,2018,14.2
Oregon,2018,7.1
Pennsylvania,2018,5.5
Rhode Island,2018,4.1
South Carolina,2018,10.5
South Dakota,2018,9.8
Tennessee,2018,10.1
Texas,2018,17.7
Vermont,2018,4.0
Utah,2018,9.4
Virginia,2018,8.8
Washington,2018,6.4
West Virginia,2018,6.4
Alabama,2018,10.0
Alaska,2018,12.6
Arizona,2018,10.6
Arkansas,2018,8.2
California,2018,7.2
Colorado,2018,7.5
Delaware,2018,5.7
Connecticut,2018,5.3
Florida,2018,13.0
Georgia,2018,13.7
Idaho,2018,11.1
Hawaii,2018,4.1
Illinois,2018,7.0
Indiana,2018,8.3
Iowa,2018,4.7
Kansas,2018,8.8
Kentucky,2018,5.6
Louisiana,2018,8.0
Maine,2018,8.0
Maryland,2018,6.0
Massachusetts,2018,2.8
Michigan,2018,5.4
Minnesota,2018,4.4
Mississippi,2019,13.0
Missouri,2019,10.0
Montana,2019,8.3
Nebraska,2019,8.3
Nevada,2019,11.4
New Hampshire,2019,6.3
New Jersey,2019,7.9
New Mexico,2019,10.0
New York,2019,5.2
North Carolina,2019,11.3
North Dakota,2019,6.9
Ohio,2019,6.6
Oklahoma,2019,14.3
Oregon,2019,7.2
Pennsylvania,2019,5.8
Rhode Island,2019,4.1
South Carolina,2019,10.8
South Dakota,2019,10.2
Tennessee,2019,10.1
Texas,2019,18.4
Vermont,2019,4.5
Utah,2019,9.7
Virginia,2019,7.9
Washington,2019,6.6
West Virginia,2019,6.7
Wisconsin,2019,5.7
Wyoming,2019,12.3
Georgia,2019,13.4
Idaho,2019,10.8
Hawaii,2019,4.2
Illinois,2019,7.4
Indiana,2019,8.7
Iowa,2019,5.0
Kansas,2019,9.2
Kentucky,2019,6.4
Louisiana,2019,8.9
Maine,2019,8.0
Maryland,2019,6.0
Massachusetts,2019,3.0
Michigan,2019,5.8
Minnesota,2019,4.9
Connecticut,2019,5.9
Florida,2019,13.2
Alabama,2019,9.7
Alaska,2019,12.2
Arizona,2019,11.3
Arkansas,2019,9.1
California,2019,7.7
Colorado,2019,8.0
Delaware,2019,6.6
Alabama,2021,9.9
Arizona,2021,10.7
Arkansas,2021,9.2
California,2021,7.0
Colorado,2021,8.0
Connecticut,2021,5.2
Delaware,2021,5.7
Florida,2021,12.1
Georgia,2021,12.6
Hawaii,2021,3.9
Idaho,2021,8.8
Illinois,2021,7.0
Indiana,2021,7.5
Iowa,2021,4.8
Kansas,2021,9.2
Kentucky,2021,5.7
Louisiana,2021,7.6
Maine,2021,5.7
Maryland,2021,6.1
Massachusetts,2021,2.5
Michigan,2021,5.0
Minnesota,2021,4.5
Mississippi,2021,11.9
Missouri,2021,9.4
Montana,2021,8.2
Nebraska,2021,7.1
Nevada,2021,11.6
New Hampshire,2021,5.1
New Jersey,2021,7.2
New Mexico,2021,10.0
New York,2021,5.2
North Carolina,2021,10.4
North Dakota,2021,7.9
Ohio,2021,6.5
Oklahoma,2021,13.8
Oregon,2021,6.1
Pennsylvania,2021,5.5
Rhode Island,2021,4.3
South Carolina,2021,10.0
South Dakota,2021,9.5
Tennessee,2021,10.0
Texas,2021,18.0
Utah,2021,9.0
Vermont,2021,3.7
Virginia,2021,6.8
Washington,2021,6.4
West Virginia,2021,6.1
Wisconsin,2021,5.4
Wyoming,2021,12.2
Alaska,2021,11.4
Alabama,2022,8.8
Alaska,2022,11.0
Arizona,2022,10.3
Arkansas,2022,8.4
California,2022,6.5
Colorado,2022,7.1
Connecticut,2022,5.2
Delaware,2022,5.6
Florida,2022,11.2
Georgia,2022,11.7
Hawaii,2022,3.5
Idaho,2022,8.2
Illinois,2022,6.6
Indiana,2022,7.0
Iowa,2022,4.5
Kansas,2022,8.6
Kentucky,2022,5.6
Louisiana,2022,6.9
Maine,2022,6.6
Maryland,2022,6.1
Massachusetts,2022,2.4
Michigan,2022,4.5
Minnesota,2022,4.5
Mississippi,2022,10.8
Missouri,2022,8.6
Montana,2022,8.3
Nebraska,2022,6.7
Nevada,2022,11.1
New Hampshire,2022,4.9
New Jersey,2022,6.8
New Mexico,2022,8.2
New York,2022,4.9
North Carolina,2022,9.3
North Dakota,2022,6.4
Ohio,2022,5.9
Oklahoma,2022,11.7
Oregon,2022,6.0
Pennsylvania,2022,5.3
Rhode Island,2022,4.2
South Carolina,2022,9.1
South Dakota,2022,8.1
Tennessee,2022,9.3
Texas,2022,16.6
Utah,2022,8.1
Vermont,2022,3.9
Virginia,2022,6.5
Washington,2022,6.1
West Virginia,2022,5.9
Wisconsin,2022,5.2
Wyoming,2022,11.5
Alabama,2023,8.5
Alaska,2023,10.4
Arizona,2023,9.9
Arkansas,2023,8.9
California,2023,6.4
Colorado,2023,6.7
Connecticut,2023,5.7
Delaware,2023,6.5
Florida,2023,10.7
Georgia,2023,11.4
Hawaii,2023,3.2
Idaho,2023,8.9
Illinois,2023,6.2
Indiana,2023,6.9
Iowa,2023,5.0
Kansas,2023,8.4
Kentucky,2023,5.4
Louisiana,2023,6.9
Maine,2023,5.9
Maryland,2023,6.3
Massachusetts,2023,2.6
Michigan,2023,4.5
Minnesota,2023,4.2
Mississippi,2023,10.3
Missouri,2023,7.5
Montana,2023,8.4
Nebraska,2023,6.1
Nevada,2023,10.8
New Hampshire,2023,4.7
New Jersey,2023,7.2
New Mexico,2023,9.1
New York,2023,4.8
North Carolina,2023,9.2
North Dakota,2023,4.5
Ohio,2023,6.1
Oklahoma,2023,11.4
Oregon,2023,5.5
Pennsylvania,2023,5.4
Rhode Island,2023,4.5
South Carolina,2023,9.1
South Dakota,2023,8.3
Tennessee,2023,9.3
Texas,2023,16.4
Utah,2023,8.0
Vermont,2023,3.4
Virginia,2023,6.4
Washington,2023,6.3
West Virginia,2023,5.9
Wisconsin,2023,4.9
Wyoming,2023,10.7
